2011-03-07 06:25:00	2
2011-03-07 06:25:10	1
2011-03-07 06:25:20	0
2011-03-07 06:25:30	2
2011-03-07 06:25:32	2
2011-03-07 12:00:00	3
2011-03-07 12:03:27	2
2011-03-07 20:23:01	0
2011-03-07 20:23:03	0
2011-03-07 20:23:07	1
2011-03-07 20:23:10	0
2011-03-07 20:23:15	1
2011-03-07 20:23:20	3
2011-03-07 20:27:10	2
2011-03-07 20:28:00	3
2011-03-07 20:30:00	3
2011-03-07 20:33:00	3
2011-03-07 20:33:01	2
2011-03-07 20:43:01	2
2011-03-07 20:44:01	3
2011-03-07 20:49:10	3
2011-03-07 20:50:01	2
2011-03-07 20:53:01	0
2011-03-07 20:55:01	0
